Data_ID,DL_ID,PreAmp,CPU_Ver,Latitude,,Longitude,,Depth_m,Deploy_Date,Recovery_Date,Status,Sample_Rate,Cycle_Int,Duty_Dur,Prob_Set,Data_Start_Date,Data_Start_Time,Data_End_Date,Data_End_Time,Rec_Dur
WAT_HAT_B_04_03_C4,135-180601,905;906;911;913,2.97,35-35.431 N,,74-45.766 W,,1078,6/1/2018,12/14/2018,R,100,0,0,0,6/1/2018,7:30:00,10/31/2018,23:28:34,152.7
Hawaii01-K,25-070810,406,NULL,19-34.890 N,,156-00.912 W,,630,8/10/2007,10/19/2007,R,200,0,0,0,8/11/2007,0:00:00,10/4/2007,6:17:30,55
Hawaii02-K,15-080418,425,1.17*,19-34.835 N,,156-00.907 W,,650,4/18/2008,7/4/2008,R,200,8,5,0,4/19/2008,6:00:00,7/4/2008,14:21:00,78
Hawaii03-K,15-080707,425,1.17*,19-34.894 N,,156-00.890 W,,650,7/7/2008,12/10/2008,R,200,15,5,1,7/8/2008,0:00:00,10/15/2008,20:48:00,99
Hawaii05-K,15-090209,453,1.17*,19-34.657 N,,156-00.825 W,,460,2/9/2009,4/1/2009,R,200,5,5,1,2/10/2009,0:00:00,4/1/2009,17:19:16,50
Hawaii06-K,15-090421,453,1.17*,19-34.957 N,,156-00.947 W,,620,4/22/2009,10/22/2009,R,200,15,5,0,4/23/2009,10:00:00,8/18/2009,17:48:35,117
Hawaii07-K,15-091022,453,1.17,19-34.918 N,,156-00.914 W,,620,10/23/2009,12/15/2009,R,200,0,0,0,10/25/2009,0:00:00,12/15/2009,22:16:20,51.9
Hawaii08-K,15-091217,453,NULL,19-34.888 N,,156-00.928 W,,620,12/17/2009,4/15/2010,R,200,12,5,0,12/20/2009,0:00:00,3/5/2010,16:03:47,75
Hawaii09-K,15-100416,NULL,NULL,19-34.889 N,,156-00.930 W,,620,4/20/2010,9/29/2010,R,200,25,5,0,5/1/2010,0:00:01,6/16/2010,16:56:41,61
Hawaii10-K,26-100929,595,NULL,19-34.939 N,,156-00.910 W,,652,9/29/2010,5/6/2011,R,200,8,5,0,9/30/2010,0:00:00,3/12/2011,11:55:45,165
Hawaii11-K,26-110511,595,NULL,19-34.945 N,,156-00.913 W,,650,5/10/2010,10/28/2011,R,200,8,5,0,5/12/2011,0:00:00,10/22/2011,8:18:30,173
Hawaii13-K,30-120525,595,2.02S,19-34.965 N,,156-00.929 W,,610,5/24/2012,11/15/2012,R,200,10,5,1,5/25/2012,0:00:00,7/18/2012,2:42:30,54
Hawaii14-K,15-121117,619,2.02R,19-34.976 N,,156-00.941 W,,680,11/15/2012,5/22/2013,R,200,10,5,1,11/17/2012,0:00:00,2/28/2013,16:11:15,103
Hawaii15-K,15-130522,595,2.02S,19-34.976 N,,156-00.941 W,,680,5/22/2013,10/18/2013,R,200,15,5,0,5/25/2013,0:00:00,10/19/2013,3:33:45,147
Hawaii16-K,15-131020,716,2.02S,19-34.976 N,,156-00.941 W,,680,10/20/2013,4/21/2014,R,200,15,5,0,10/23/2013,0:00:00,4/3/2014,15:18:45,162.6
Hawaii17-K,10-140323,716,2.02S,19-34.985 N,,153-00.939 W,,716,3/23/2014,7/23/2014,R,200,0,0,1,3/25/2014,0:00:00,7/14/2014,5:57:34,111.2
Hawaii18-K,10-140726,692,2.05A,19-34.985 N,,156-00.939 W,,700,7/26/2014,12/1/2014,R,320,0,0,0,7/28/2014,0:00:00,10/12/2014,16:41:46,76.7
Hawaii19-K,10-141204,692,NULL,19-34.994 N,,156-00.983 W,,648,12/4/2014,4/22/2015,R,320,0,0,1,12/6/2014,0:00:00,3/6/2015,14:34:52,90.6
Hawaii20-K,10-150424,692,2.05A,19-34.994 N,,156-00.983 W,,650,4/24/2015,NULL,R,320,0,0,0,4/25/2015,0:00:00,8/18/2015,0:38:13,115
Hawaii_K_22,44-151104,730,NULL,NULL,,NULL,,650,11/4/2015,NULL,R,200,0,0,0,11/7/2015,0:00:00,3/19/2016,0:48:45,133
Hawaii_K_23_01,122-160703,716,2.84,19-34.984 N,,156-00.938 W,,665,7/3/2016,9/13/2016,R,200,0,0,0,7/4/2016,0:00:00,9/14/2016,2:45:06,72.1
Hawaii_K_23_02,134-160703,692,2.6,19-34.984 N,,156-00.938 W,,665,7/3/2016,9/13/2016,R,320,0,0,0,7/4/2016,0:00:00,8/18/2016,9:56:05,45.4
Hawaii_K_24,122-,716,NULL,19-34.990 N,,156-00.931 W,,692,9/18/2016,6/24/2017,,200,20,5,0,NULL,NULL,NULL,NULL,NULL
Hawaii_K_25,134-170430,692,2.6,19-34.983 N,,156-00.951 W,,676,5/1/2017,7/10/2017,R,320,12,5,0,5/1/2017,0:00:00,7/10/2017,20:52:22,70.9
Hawaii_K_26,122-170710,716,2.84,NULL,,NULL,,676,7/11/2017,10/24/2017,R,200,0,0,1,7/12/2017,0:00:00,10/25/2017,1:08:51,105
Hawaii_K_27,150-171024,691,NULL,19-34.979 N,,156-00.953 W,,730,10/24/2017,4/24/2018,R,200,0,0,1,10/26/2018,0:00:00,4/25/2018,2:51:21,181.1
SOCAL_HOKEA01,17-080913,454,1.17*,32-06.370 N,,126-54.580 W,,770,9/13/2008,6/6/2009,R,200,35,5,0,9/15/2008,0:00:00,6/6/2009,14:13:13,264
Howland_A_01,103-170307,675,2.86,00.82568 N,,176-64.488 W,,780,4/11/2017,NULL,R,200,6.25,5,0,4/20/2017,0:00:00,1/28/2018,13:07:30,283.5
WAT_JAXA01,35-090330,471,2.00S,30-16.626 N,,80-12.948 W,,82,3/30/2009,9/16/2009,R,200,15,5,1,4/2/2009,0:00:00,5/25/2009,1:18:51,57
WAT_JAXB01,34-090330,478,2.00S,30-15.492 N,,80-25.692 W,,37,3/30/2009,9/16/2009,R,200,15,5,0,4/2/2009,0:00:00,9/5/2009,19:33:00,156
WAT_JAXA02,34-091609,478,2.00S,30-16.831 N,,80-12.962 W,,83,9/16/2009,2/21/2010,R,200,15,5,1,9/16/2009,18:00:00,12/27/2009,11:45:00,102
WAT_JAXA03,35-100221,471,2.01A,30-16-520 N,,80-12.551 W,,89,2/21/2010,8/26/2010,R,200,15,5,0,2/22/2010,0:00:00,7/30/2010,16:01:15,158
WAT_JAXB04,34-100309,577,2.01A,30-15-550 N,,80-25.540 W,,38,3/9/2010,8/26/2010,R,200,15,5,0,3/9/2010,11:00:00,8/19/2010,5:48:00,162.75
WAT_JAXA05,34-100826,577,2.01A,30-16.092 N,,80-12.537 W,,91,8/26/2010,2/1/2011,R,200,15,5,0,8/26/2010,18:00:00,1/25/2011,10:46:15,152
WAT_JAXB05,35-100826,471,2.01A,30-15.425 N,,80-25.962 W,,37,8/26/2010,2/1/2011,R,200,15,5,0,8/27/2010,0:00:00,2/1/2011,15:46:15,158
WAT_JAXA06,35-110201,584,2.01A,30-16.691 N,,80-13.251 W,,91,2/1/2011,7/14/2011,R,200,15,5,0,2/1/2011,21:00:00,7/14/2011,12:30:00,163
WAT_JAXB06,34-110202,577,NULL,30-15.461 N,,80-25.669 W,,37,2/2/2011,7/14/2011,R,200,15,5,0,2/2/2011,1:00:00,7/14/2011,15:33:45,162
WAT_JAXA08,35-120124,639,2.02S,30-17.101 N,,80-13.285 W,,91,1/24/2012,NULL,L,200,0,0,0,NULL,NULL,NULL,NULL,NULL
WAT_JAXC09,83-130509,676,2.02S,30-19.972 N,,80-12.043 W,,94,5/12/2013,2/17/2014,R,200,0,0,1,5/13/2013,0:00:00,6/20/2013,14:27:30,38
WAT_JAXC10,69-140217,673,2.02U,30-19.586 N,,80-12.296 W,,88,2/17/2014,8/23/2014,R,200,0,0,1,2/17/2014,14:00:00,8/23/2014,14:17:36,187
WAT_JAXD11,43-140823,681,2.02S,30-09.036 N,,79-46.203 W,,800,8/23/2014,6/2/2015,R,200,0,0,1,8/23/2014,20:00:00,5/29/2015,20:42:30,279
WAT_JAX_D_12,27-150702,714,2.02U,30-08.936 N,,79-46.263 W,,750,7/2/2015,4/26/2016,R,200,0,0,1,7/3/2015,0:00:00,11/4/2015,18:15:06,124.8
WAT_JAX_D_13,128-160426,808,2.84,30-09.110 N,,79-46.213 W,,736,4/26/2016,6/25/2017,R,200,0,0,1,4/26/2016,18:00:00,6/25/2017,19:23:35,425.1
WAT_JAX_D_14,116-170625,841,2.86,30-09.161 N,,79-46.193 W,,740,6/25/2017,6/26/2018,R,200,0,0,1,6/25/2017,18:03:57,10/28/2017,17:27:48,125
HAWAII_KauaiA01,41-091002,564,2.01A,21-57.164 N,,159-53.238 W,,706,10/7/2009,6/3/2010,R,200,20,5,0,10/8/2009,0:00:00,5/13/2010,1:00:00,218
HAWAII_KauaiA02,26-100603,593,NULL,21-57.224 N,,159-53.383 W,,720,6/3/2010,8/20/2010,R,200,0,0,0,6/4/2010,0:00:00,8/20/2010,1:43:00,78
HAWAII_Kauai_A_05,127-070716,736,2.84,21-56.952 N,,159-53.273 W,,717,7/7/2016,9/12/2017,R,200,7,5,1,7/9/2016,0:00:00,8/9/2017,0:58:15,396
HAWAII_KingA01,44-111103,593,NULL,06-21.908 N,,162-17.539 W,,859,11/3/2011,5/9/2012,R,200,0,0,0,10/20/2011,0:00:00,3/11/2012,6:42:36,144
LJ02-P,31-090617,493,2.01A,32-53.429 N,,117-23.825 W,,550,6/17/2009,6/19/2009,R,32,0,0,0,6/17/2009,19:00:00,6/19/2009,18:42:00,2
LJ03-P,17-090619,560,1.17*,32-53.630 N,,117-22.716 W,,550,6/19/2009,7/2/2009,R,200,0,0,0,6/19/2009,21:00:00,7/3/2009,1:17:00,14
LJ07-P,19-100226,588,NULL,32-53.576 N,,117-22.756 W,,470,2/26/2010,4/9/2010,R,200,0,0,0,2/27/2010,0:00:00,3/23/2010,23:08:41,24
LJ08-T,39-102709,587,2.02R_SSD,32-52.350 N,,117-16.340 W,,64,7/27/2010,8/5/2010,R,200,0,0,0,7/27/2010,20:05:00,8/5/2010,20:51:15,9
LJ09-P,33-101015,587,2.02R,32-53.550 N,,117-22.859 W,,478,10/15/2010,11/15/2010,R,200,0,0,0,10/15/2010,21:00:00,11/15/2010,23:28:44,31.1
LJ11-P_59,59-110425,NULL,2.02C,32-53.550 N,,117-22.859 W,,480,4/26/2011,5/25/2011,R,200,0,0,0,4/26/2011,19:00:00,5/1/2011,9:00:00,4.6
LJ11-P_60,60-110425,NULL,2.02C,32-53.550 N,,117-22.859 W,,480,4/26/2011,5/25/2011,R,200,0,0,0,4/26/2011,19:00:00,5/3/2011,9:00:00,6.6
LJ15-P,17-110728,645,2.05A,32-53.918 N,,117-22.594 W,,480,7/28/2011,NULL,R,320,0,0,0,7/28/2011,19:00:00,8/4/2011,22:45:10,8
LJ16-P,63-110804,620,2.02E,32-53.734 N,,117-22.457 W,,480,8/4/2011,11/18/2011,R,200,0,0,0,NULL,NULL,NULL,NULL,NULL
LJ17_P-A,70-120921,680,NULL,32-53.734 N,,117-22.457 W,,480,9/21/2012,10/12/2012,R,200,0,0,0,9/21/2012,21:00:00,10/12/2012,2:51:15,21
LJ17_P-B,70-120921,680,2.02,32-53.750 N,,117-22.449 W,,480,9/21/2012,10/10/2012,R,200,0,0,0,9/21/2012,0:17:00,10/12/2012,4:46:15,20
LJ19-P,16-121213,676,2.02S,32-53.762 N,,117-22.458 W,,600,2/12/2013,3/13/2013,R,200,0,0,0,2/12/2013,23:00:00,3/13/2013,22:46:15,29
LJ21-P1,80-130527,711,2.02S,32-53.493 N,,117-24.016 W,,521,5/27/2013,9/5/2013,R,200,0,0,0,5/27/2013,6:00:00,9/5/2013,23:05:00,102
LJ21-P2,52-130526,712,2.02S,32-52.997 N,,117-23.666 W,,500,5/26/2013,6/27/2013,R,200,0,0,0,5/27/2013,6:00:00,6/27/2013,21:32:30,31
LJ21-P3,13-130526,714,2.02S,32-53.025 N,,117-24.327 W,,520,5/26/2013,6/25/2013,R,200,0,0,0,5/27/2013,6:00:00,6/25/2013,20:26:15,29
LJ21_WG,40-130527,706,NULL,NULL,,NULL,,NULL,5/27/2013,6/4/2013,R,200,0,0,0,5/27/2013,19:00:00,6/5/2013,22:00:00,9
LJ23-P,71-140124,711,2.02S,32-53.514 N,,117-24.043 W,,422,1/24/2014,3/4/2014,R,200,0,0,0,1/25/2014,0:00:00,3/5/2014,1:53:45,39
LJ26-P,71-030614,711,2.02S,32-53.416 N,,117-24.056 W,,500,3/6/2014,6/27/2014,R,200,0,0,0,3/6/2014,20:00:00,6/27/2014,21:12:30,113
LJ27-P,83-140627,676,2.02S,32-53.375 N,,117-24.070 W,,500,6/27/2014,10/1/2014,R,200,0,0,0,6/28/2014,0:00:00,10/1/2014,20:46:15,95.9
LJ27-P_A,NULL,NULL,NULL,NULL,,NULL,,500,NULL,NULL,NULL,NULL,NULL,NULL,0,7/11/2014,20:00:00,7/15/2014,22:23:46,4.1
LJ27-P_B,NULL,NULL,NULL,NULL,,NULL,,500,NULL,NULL,NULL,NULL,NULL,NULL,0,7/11/2014,20:00:00,7/15/2014,20:36:15,4
LJ28-P,32-141001,677,2.02S,32-53.423 N,,117-24.012 W,,530,10/1/2014,1/9/2015,R,200,0,0,0,11/16/2014,8:00:00,1/12/2015,18:15:00,57.4
LJ29-P,37-150109,676,2.02S,32-53.412 N,,117-24.019 W,,550,1/9/2015,NULL,R,200,0,0,0,NULL,NULL,NULL,NULL,NULL
LJ30-P,NULL,NULL,NULL,NULL,,NULL,,550,1/9/2015,NULL,NULL,200,0,0,0,NULL,NULL,NULL,NULL,NULL
LJ30-P_C4,107-150418,?;764;765;766,2.94,32-53.375 N,,117-24.013 W,,530,4/20/2015,4/22/2015,R,100,0,0,0,NULL,NULL,NULL,NULL,NULL
LJ31-P,37-150602,780,2.02S,32-53.404 N,,117-24.032 W,,550,6/2/2015,9/25/2015,R,200,0,0,0,6/2/2015,18:00:00,9/18/2015,19:20:00,108
LJ32-P,43-150925,599,2.02S,32-53.418 N,,117-24.039 W,,550,9/25/2015,10/19/2015,R,200,0,0,0,9/25/2015,18:00:00,10/19/2015,21:13:45,24.1
LJ32-P_T,101-150925,800,2.74,32-53.418 N,,117-24.039 W,,550,9/25/2015,10/19/2015,R,200,0,0,0,9/25/2015,18:00:00,10/14/2015,6:08:45,18.5
LJ33-P,101-151020,599,2.74,32-53.401 N,,117-24.006 W,,550,10/20/2015,11/20/2015,R,200,0,0,0,10/20/2015,18:00:00,11/20/2015,21:33:45,31.1
LJ_DM_01_A,107-160907,823,2.85,32-59.628 N,,117-25.034 W,,100,9/7/2016,9/23/2016,R,200,0,0,0,9/8/2016,0:00:00,9/23/2016,22:06:15,15.9
LJ_DM_01_B_C4,136-160907,781;782;784;805,2.95,32-59.628 N,,117-25.034 W,,200,9/7/2016,9/23/2016,R,100,0,0,0,9/8/2016,0:00:00,9/22/2016,6:55:49,14.3
LJ_DM_01_D,103-160907,818,2.85,32-59.628 N,,117-25.034 W,,570,9/7/2016,9/23/2016,R,200,0,0,0,9/8/2016,0:00:00,9/23/2016,22:13:45,15.9
LJ_LCN_01_DL151_C4,151-170317,845;850;861;862,2.96,32-48.358 N,,117-31.369 W,,900,3/17/2017,NULL,R,100,0,0,0,NULL,NULL,NULL,NULL,NULL
LJ_LCN_01_DL153_C4,153-170317,851;852;853;854,2.96,32-48.358 N,,117-31.369 W,,900,3/17/2017,NULL,R,100,0,0,0,NULL,NULL,NULL,NULL,NULL
LJ_LCN_02_B_C4,NULL,NULL,NULL,NULL,,NULL,,NULL,NULL,NULL,R,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
LJ_LCN_02_DL151_C4,NULL,NULL,NULL,NULL,,NULL,,NULL,NULL,NULL,R,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
LJ_LCN_02_DL153_C4,NULL,NULL,NULL,NULL,,NULL,,NULL,NULL,NULL,R,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
LJ_LCN_03_00_C4,150-170524,865;868;869;864,2.96,32-48.366 N,,117-31.565 W,,900,5/24/2017,6/2/2017,R,100,0,0,0,NULL,NULL,NULL,NULL,NULL
LJ_LCN_04,130-170818,870,2.87,32-48.382 N,,117-31.607 W,,900,8/18/2017,9/1/2017,R,200,0,0,0,NULL,NULL,NULL,NULL,NULL
LJ_LCN_04_DL115,115-170818,822,2.87,32-48.382 N,,117-31.607 W,,900,8/18/2017,9/1/2017,R,200,0,0,0,NULL,NULL,NULL,NULL,NULL
LJ_Pier_01,84-170130,NULL,2.3,NULL,,NULL,,67,1/30/2017,NULL,R,200,0,0,0,NULL,NULL,NULL,NULL,NULL
LJ_P_34_01,115-151120,720,2.74,32-52.038 N,,117-23.482 W,,468,11/20/2015,4/8/2016,R,200,0,0,0,11/20/2015,21:00:00,3/1/2016,21:22:36,102
LJ_P_34_02_C4,106-151120,764;781;782;784,2.94,32-51.472 N,,117-24.605 W,,522,11/20/2015,3/15/2016,R,100,0,0,1,11/20/2015,20:30:00,2/19/2016,1:59:33,90.2
LJ_P_34_03_C4,107-151120,745;747;748;749,2.94,32-52.553 N,,117-24.608 W,,526,11/20/2015,3/15/2016,R,100,0,0,1,11/20/2015,20:30:00,2/22/2016,3:34:14,93.3
LJ_P_35,126-160408,809,2.84,32-52.097 N,,117-23.478 W,,470,4/8/2016,8/10/2016,R,200,0,0,0,4/9/2016,0:00:00,8/10/2016,19:45:06,123.8
LJ_P_36,126-160810,809,2.85,32-52.100 N,,117-22.470 W,,380,8/12/2016,10/26/2016,R,200,0,0,0,8/12/2016,18:00:00,10/26/2016,21:47:36,75.2
LJ_P_37,125-161025,837,2.86,32-52.049 N,,117-23.436 W,,450,10/26/2016,12/8/2016,R,200,0,0,0,NULL,NULL,NULL,NULL,NULL
LJ_P_38,111-161208,840,2.86,32-52.569 N,,117-23.718 W,,503,12/8/2016,2/13/2017,R,200,0,0,0,12/9/2016,0:02:29,2/13/2017,19:29:05,66.8
LJ_P_39_01,129-170214,841,2.86,32-53.053 N,,117-23.594 W,,504,2/14/2017,5/24/2017,R,200,0,0,0,2/14/2017,18:00:00,5/24/2017,19:46:15,99.1
LJ_P_39_02_C4,137-170213,846;847;848;849,2.95,32-52.552 N,,117-23.640 W,,500,2/13/2017,2/23/2017,R,100,0,0,0,2/14/2017,0:00:00,2/23/2017,5:03:21,9.2
LJ_P_40,129-170530,806,2.86,32-53.053 N,,117-23.954 W,,517,5/30/2017,9/29/2017,R,200,0,0,1,5/30/2017,16:00:00,9/29/2017,21:10:06,122.2
LJ_P_41,154-170927,870,2.87,32-53.051 N,,117-23.897 W,,600,9/27/2017,1/22/2018,R,200,0,0,0,9/28/2017,0:00:00,12/9/2017,7:23:45,72.3
LJ_P_42,107-180122,803,2.87,32-52.975 N,,117-23.851 W,,600,1/22/2018,6/15/2018,R,200,0,0,0,1/23/2018,0:00:00,6/15/2018,21:11:15,143.9
LJ_P_42_N_C4,111-180305,900;905;906;907,2.97,32-53.2492 N,,117-23.1710 W,,500,3/5/2018,3/8/2018,R,100,0,0,0,NULL,NULL,NULL,NULL,NULL
LJ_P_42_S_C4,140-180305,904;908;909;910,2.97,32-52.7744 N,,117-23.9178 W,,505,3/5/2018,3/8/2018,R,100,0,0,0,NULL,NULL,NULL,NULL,NULL
LJ_P_43,124-180615,814,2.87,32-52.9649 N,,117-23.8615 W,,510,6/15/2018,8/17/2018,R,200,0,0,0,6/16/2018,0:00:00,8/17/2018,21:48:37,62.9
LJ_P_44,125-180817,858,2.87,32052.9171 N,,117-23.9115 W,,500,8/17/2018,11/8/2018,R,200,0,0,1,8/18/2018,0:00:00,11/8/2018,19:17:35,82.8
LJ_SBE_01_DP,95-170530,875,2.02,32-51.850 N,,117-28.957 W,,265,5/30/2017,NULL,R,200,0,0,0,NULL,NULL,NULL,NULL,NULL
LJ_SBE_01_SH,87-170530,NULL,2.27,32-51.850 N,,117-28.957 W,,65,5/30/2017,NULL,R,200,0,0,0,NULL,NULL,NULL,NULL,NULL
LJ_SBE_02_DP,95-170601,875,2.02,32-51.828 N,,117-27.740 W,,265,6/1/2017,NULL,R,200,0,0,0,6/1/2017,16:00:00,6/2/2017,15:58:45,1
LJ_SBE_02_SH,87-170601,NULL,2.27,32-51.828 N,,117-27.740 W,,65,6/1/2017,NULL,R,200,0,0,0,6/1/2017,16:00:00,6/2/2017,15:58:45,1
LJ_SBE_03_DP,95-170602,875,2.02,32-51.363 N,,117-32.592 W,,265,6/2/2017,6/3/2017,R,NULL,NULL,NULL,0,6/2/2017,16:00:00,6/3/2017,1:37:30,0.4
LJ_SBE_03_SH,87-170602,NULL,2.27,32-51.363 N,,117-32.592 W,,65,6/2/2017,6/3/2017,R,NULL,NULL,NULL,0,6/2/2017,16:00:00,6/3/2017,2:02:30,0.42
HAWAII_LSMD01,NULL,487,NULL,28-37.647N,,176-43.678W,,1092,NULL,NULL,NULL,NULL,NULL,NULL,0,5/18/2009,0:00:00,8/15/2009,10:33:45,90
HAWAII_LSMS01,02-070405,306,1.17B,28-36.801 N,,176-42.098 W,,123,4/5/2007,8/29/2007,R,200,15,5,0,4/5/2007,5:30:00,7/19/2007,6:50:00,106
HAWAII_LSMS02,15-070830,350,1.17,28-35.987 N,,176-42.012 W,,111,8/29/2007,NULL,R,200,15,5,1,8/30/2007,0:00:00,10/19/2007,22:20:00,51
MBARI01-M1,NULL,0,NULL,36-45.560 N,,122-01.350 W,,900,8/1/2015,1/31/2016,R,256,0,0,0,8/1/2015,0:00:00,1/31/2016,23:59:59,NULL
WAT_NFC_A_01,66-140619,667,2.02S,37-09.974 N,,74-28.015 W,,982,6/19/2014,4/7/2015,R,200,0,0,1,6/19/2014,12:00:00,4/5/2015,2:25:48,289.6
WAT_NFC_A_02,110-160730,814,2.84,37-09.991 N,,74-27.996 W,,968,4/30/2016,6/29/2017,R,200,0,0,1,4/30/2016,12:00:00,6/28/2017,18:38:51,424.3
WAT_NFC_A_03,120-170629,877,2.86,37-10.044 N,,74-27.980 W,,950,6/29/2017,6/2/2018,R,200,0,0,1,6/30/2017,0:00:00,6/2/2018,6:15:06,337.25
OCNMS01-CE,NULL,*,NULL,47-21.800 N,,124-45.391 W,,150,7/8/2004,10/6/2004,R,80,0,0,0,7/12/2004,0:00:00,10/5/2004,11:05:38,86
OCNMS04-CE,09-060718,111,1.17,47-21.701 N,,124-42.079 W,,150,8/18/2006,4/20/2007,R,80,18,6,0,8/18/2006,10:00:00,3/11/2007,1:43:38,204.7
OCNMS05-CE,08-070420,110,1.17,47-21.620 N,,124-42.088 W,,100,4/20/2007,7/3/2007,R,80,0,0,0,4/21/2007,0:00:00,7/3/2007,15:57:01,73
OCNMS07-CE,09-071013,411,1.17,47-21.494 N,,124-40.999 W,,150,10/13/2007,6/15/2008,R,200,28,5,0,10/14/2007,0:00:00,6/16/2008,6:12:28,247
OCNMS08-CE,09-080616,411,1.17,47-21.485 N,,124-41.001 W,,100,6/16/2008,8/20/2009,R,200,35,5,0,6/17/2008,0:00:00,6/9/2009,11:05:43,358
OCNMS13-CE,46-110520,614,2.02S,47-21.117 N,,124-43.256 W,,118,5/20/2011,TBD,R,200,0,0,0,5/21/2011,0:00:00,11/6/2011,10:12:27,169.4
OCNMS14-CE,67-111206,587,2.02S,47-21.141 N,,124-43.275 W,,150,12/6/2011,9/13/2012,R,200,0,0,0,12/7/2011,0:00:00,1/17/2012,13:25:00,42
OCNMS16-CE,13-130717,714,2.02S,47-21.174 N,,124-42.474 W,,120,7/17/2013,5/17/2014,R,200,0,0,1,7/17/2013,0:00:00,8/4/2013,4:08:25,17.2
OCNMS_QC_02,NULL,*,NULL,47-27.634 N,,125-07.879 W,,915,10/7/2004,7/26/2005,R,80,30,10.25,0,10/19/2004,0:00:00,1/25/2005,0:31:57,99
OCNMS03-QC,09-050727,*,1.17,47-28.054 N,,125-09.170 W,,823,7/27/2005,8/17/2006,R,80,18,6,0,7/28/2005,0:00:00,2/20/2006,18:07:43,208
OCNMS04-QC,08-060817,110,1.17,47-28.134 N,,125-09.799 W,,615,8/17/2006,4/20/2007,R,80,18,6,0,8/18/2006,5:00:00,2/8/2007,16:13:42,175
OCNMS05-QC,09-070421,111,1.17,47-27.970 N,,125-09.208 W,,620,4/21/2007,7/3/2007,R,80,0,0,0,4/21/2007,6:00:00,7/3/2007,20:34:50,74
OCNMS_QC_06,01-070703,309,1.17*,47-27.960 N,,125-09.195 W,,653,7/3/2007,6/14/2008,R,200,35,5,1,7/5/2007,0:00:00,6/15/2008,0:19:28,347
OCNMS_QC_12,57-110126,587,NULL,47-30.003 N,,125-21.203 W,,650,1/27/2011,12/6/2011,R,200,0,0,0,1/27/2011,6:00:00,10/7/2011,7:23:42,253.1
OCNMS_QC_14,70-111207,614,2.02S,47-30.026 N,,125-21.212 W,,1394,12/7/2011,9/12/2012,R,200,0,0,0,12/7/2011,6:00:00,7/11/2012,7:00:00,218
OCNMS_QC_15,39-120913,678,2.02S,47-30.032 N,,125-21.215 W,,1394,9/13/2012,7/16/2013,R,200,0,0,0,9/14/2012,0:00:00,6/30/2013,9:22:30,289
OCNMS_QC_16,82-130716,712,2.02S,47-30.038 N,,125-21.264 W,,1384,7/16/2013,5/17/2014,R,200,0,0,1,7/17/2013,0:00:00,5/2/2014,9:32:30,289.4
OTSG01-CCE1,05-081111,426,2.00Q,33-28.600 N,,122-32.000 W,,3979,11/11/2008,2/26/2009,R,200,35,5,1,11/1/2008,0:00:00,2/26/2009,19:43:45,117
OTSG02-CORC1,27-091219,567,2.01A,32-08.700 N,,120-30.110 W,,3845,12/19/2009,8/30/2012,L,200,45,5,0,12/19/2009,20:00:00,NULL,NULL,NULL
OTSG03-CCE1,32-091215,565,2.01A,32-25.760 N,,122-29.130 W,,4000,12/15/2009,9/7/2010,R,200,35,5,0,12/15/2009,12:00:00,9/7/2010,21:58:45,266
OTSG03-CORC2,77-120828,675,2.02S,32-25.760 N,,122-29.130 W,,NULL,8/28/2012,NULL,R,200,10,5,1,9/3/2012,0:00:00,6/7/2013,5:17:30,277.2
OTSG04-CCE1,39-100902,612,2.02R,33-27.360 N,,122-29.730 W,,1000,9/2/2010,3/9/2011,R,200,20,5,0,9/6/2010,0:00:00,3/9/2011,23:02:30,184
OTSG_CORC4_02,80-140501,724,2.02S,31.44.82 N,,121-22.68 W,,948,NULL,10/18/2016,R,200,30,15,0,4/30/2014,23:59:59,12/4/2015,12:00:00,582.5
Pagan_A_01,24-150522,695,NULL,17-57.785 N,,145-28.867 E,,NULL,5/22/2015,7/26/2017,R,200,15,5,0,5/25/2015,0:00:00,4/11/2017,13:03:45,687.5
HAWAII_PALWT02,10-061019,320,1.17,05-51.846 N,,162-09.907 W,,620,10/19/2006,7/17/2007,R,200,20,5,0,10/19/2006,4:00:00,3/23/2007,14:00:00,156
HAWAII_PALWT03,10-070408,320,1.17,05-51.882 N,,162-09.362 W,,550,4/8/2007,9/20/2007,R,200,20,5,1,4/9/2007,0:00:00,9/20/2007,21:25:00,165
HAWAII_PALWT04,10-070921,320,1.17,05-51.927 N,,162-09.402 W,,550,9/21/2007,5/23/2008,R,50,0,0,1,9/22/2007,0:00:00,2/13/2008,16:00:21,146
HAWAII_PALWT05,10-080526,320,1.17,05-51.906 N,,162-09.491 W,,520,5/26/2008,10/17/2008,R,200,20,5,1,5/27/2008,12:00:00,9/17/2008,9:26:13,113
HAWAII_PALWT06,10-081021,451,1.17*,05-51.777 N,,162-09.385 W,,599,10/21/2008,5/23/2009,R,200,20,5,1,10/22/2008,0:00:00,4/2/2009,1:23:13,162
HAWAII_PALNS07,10-090530,451,1.17,05-54.252 N,,162-02.219 W,,1085,6/1/2009,9/26/2009,R,200,20,5,1,6/2/2009,0:00:00,9/27/2009,21:00:00,117
