Data_ID,DL_ID,PreAmp,CPU_Ver,Latitude,,Longitude,,Depth_m,Deploy_Date,Recovery_Date,Status,Sample_Rate,Cycle_Int,Duty_Dur,Prob_Set,Data_Start_Date,Data_Start_Time,Data_End_Date,Data_End_Time,Rec_Dur
Hawaii_EquatorA01,10-120306,564,2.02Q,00-26.607 N,,164-08.079 W,,1266,3/5/2012,NULL,R,200,0,0,0,3/6/2012,0:00:00,6/17/2012,5:35:00,103
Flip06-F1,02-061003,309,1.17B,33-08.126 N,,118-42.540 W,,622,10/3/2006,11/1/2006,R,200,0,0,0,10/4/2006,0:00:00,11/3/2006,12:37:19,31
Flip07-1N,18-071110,427,1.17B,33-12.191 N,,118-47.382 W,,861,11/10/2007,12/11/2007,R,200,0,0,0,11/10/2007,17:00:00,12/11/2007,6:43:45,32
Flip07-2E,25-071110,429,1.17B,33-11.630 N,,118-46.697 W,,841,11/10/2007,12/11/2007,R,200,0,0,0,11/10/2007,17:00:00,12/11/2007,6:28:45,32
Flip07-3S,14-071110,426,1.17B,33-11.105 N,,118-47.339 W,,789,11/10/2007,12/11/2007,R,200,0,0,0,11/10/2007,17:00:00,12/11/2007,6:58:45,32
Flip07-4W,19-071110,429,1.17B,33-11.649 N,,118-47.990 W,,851,11/10/2007,12/11/2007,R,200,0,0,1,11/10/2007,17:00:00,12/11/2007,7:13:45,32
Flip07-H,05-071111,414,NULL,32-50.800 N,,119-10.587 W,,1013,11/11/2007,1/12/2008,R,200,0,0,0,11/11/2007,16:00:00,1/4/2008,22:18:45,55
Flip08-1N,29-081019,479,2.00*,33-03.023 N,,118-40.893 W,,328,10/19/2008,12/18/2008,R,200,0,0,1,10/20/2008,0:00:00,12/13/2008,6:18:56,55
Flip08-2E,26-081019,477,2.00Q,33-02.480 N,,118-40.256 W,,286,10/19/2008,12/18/2008,R,200,0,0,1,10/20/2008,0:00:00,12/13/2008,6:18:54,55
Flip08-3S,28-081019,480,2.00Q,33-01.937 N,,118-40.893 W,,404,10/19/2008,12/18/2008,R,200,0,0,1,10/20/2008,0:00:00,12/13/2008,7:12:40,55
Flip08-4W,27-081019,478,2.00*,33-02.476 N,,118-41.538 W,,428,10/19/2008,12/18/2008,R,200,0,0,1,10/20/2008,0:00:00,12/13/2008,13:06:17,55
G4_Sortie0,NULL,NULL,NULL,NULL,,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,8/11/2011,23:32:00,NULL
G4_Sortie1,NULL,NULL,NULL,NULL,,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,8/12/2011,18:08:12,NULL
G4_Sortie2,NULL,NULL,NULL,NULL,,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,8/12/2011,18:08:12,NULL
G5_Sortie0,NULL,NULL,NULL,NULL,,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,8/12/2011,18:08:12,NULL
G5_Sortie1,NULL,NULL,NULL,NULL,,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,8/12/2011,18:08:12,NULL
G5_Sortie2,NULL,NULL,NULL,NULL,,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL
GC-NE01,76-141120,761,2.02W,36-26.269 N,,121-56.650 W,,67,11/20/2014,6/25/2015,R,2,0,0,0,11/21/2014,0:00:02,6/25/2015,22:15:02,216.9
GC-NW01,55-141120,760,2.02W2,36-26.104 N,,121-57.649 W,,110,11/20/2014,6/25/2015,R,2,0,0,0,11/21/2014,0:00:02,6/25/2015,20:10:02,216.8
GC-SE01,19-141120,758,2.02W2,36-25.609 N,,121-56.243 W,,58,11/20/2014,6/25/2015,R,2,0,0,1,11/21/2014,0:00:02,6/25/2015,22:15:02,216.9
GC-SW01,39-141120,759,2.02W,36-25.123 N,,121-56.955 W,,94,11/20/2014,6/25/2015,R,2,0,0,0,11/21/2014,0:00:01,5/20/2015,15:25:01,180.6
GofAK_AB_01_01_HP,126-170428,812,2.86,57-30.820 N,0.513666667,146-30.050 W,0.500833333,1200,4/28/2017,9/13/2017,R,200,0,0,1,4/29/2017,12:00:00,9/14/2017,18:37:36,138.3
GofAK_CA01,37-110709,565,2.01A,0.51,0.008976667,54.495,0.90422,202,7/11/2011,5/3/2012,R,200,0,0,1,7/13/2011,0:00:00,12/17/2011,23:17:30,153
GofAK_CA02,55-120503,626,2.02,0.41,,54.46,,203,5/3/2012,6/5/2013,R,200,12,10,1,5/13/2012,6:00:00,4/12/2013,4:26:30,344
GofAK_CA03,67-130605,697,2.05A,0.664,,54.248,,200,6/5/2013,9/5/2013,R,320,0,0,1,6/6/2013,0:00:00,6/17/2013,10:26:35,11
GofAK_CA04,55-130905,719,2.02S,0.609,,53.963,,203,9/5/2013,4/28/2014,R,200,0,0,1,9/6/2013,0:00:00,4/28/2014,17:50:00,234.7
GofAK_CA05,92-140428,707,2.02S,0.5,,54.1,,201,4/28/2014,9/9/2014,R,200,0,0,0,4/29/2014,0:00:00,9/9/2014,1:43:45,133.1
GofAK_CB01,55-110709,626,2.02,38.741,0.663024242,4.129,0.045101515,1000,7/12/2011,5/2/2012,R,200,0,0,0,7/13/2011,0:00:00,2/19/2012,20:57:30,221
GofAK_CB02,69-120503,648,2.02S,40.28,,1.25,,900,5/2/2012,6/6/2013,R,200,12,10,1,5/3/2012,0:00:00,3/21/2013,7:29:00,322
GofAK_CB03,55-130606,707,2.02S,40.409,,0.546,,877,6/6/2013,9/5/2013,R,200,0,0,1,6/6/2013,0:00:00,9/5/2013,2:05:06,91
GofAK_CB04,39-130905,678,2.02S,40.312,,1.313,,858,9/5/2013,4/28/2014,R,200,0,0,1,9/5/2013,7:00:00,4/28/2014,23:03:45,235.7
GofAK_CB05,91-140428,709,2.02S,40.26,,1.43,,914,4/28/2014,9/9/2014,R,200,0,0,0,4/29/2014,0:00:00,9/9/2014,6:18:03,133.3
GofAK_CB06,86-140909,711,2.02U,40.249,,1.464,,900,9/9/2014,5/1/2015,R,200,0,0,0,9/9/2014,12:00:00,5/2/2015,1:21:52,234.6
GofAK_CB_07_01,83-150501,742,2.02S,39.315,,5.476,,931,5/1/2015,9/13/2015,R,200,0,0,0,5/1/2015,3:30:00,9/6/2015,7:50:00,128.2
GofAK_CB_07_02_C4,106-150501,?;764;765;766,2.94,38.795,,6.055,,900,5/1/2015,9/13/2015,R,100,0,0,1,5/1/2015,3:30:00,8/7/2015,1:32:14,97.9
GofAK_CB_07_03_C4,107-150501,747;748;749;750,2.94,38.845,,4.984,,900,5/1/2015,9/13/2015,R,100,0,0,1,5/1/2015,3:30:00,8/8/2015,4:35:49,99
GofAK_CB_08,141-170430,823,2.86,40.17,,1.5,,874,4/30/2017,9/12/2017,R,200,0,0,1,4/30/2017,12:00:00,9/12/2017,12:06:21,135.4
GofAK_CB_09,141-170914,822,2.86,40.22,,1.62,,900,9/14/2017,10/29/2018,R,200,0,0,1,9/14/2017,12:00:00,6/16/2018,14:53:48,275.1
GofAK_KO01,69-130609,652,2.02S,20.179,0.335088889,41.749,0.687822222,234,6/9/2013,9/8/2013,R,200,0,0,1,6/9/2013,8:00:00,6/27/2013,10:02:30,18
GofAK_KO02,66-130908,720,2.02S,20.137,,41.989,,230,9/8/2013,5/1/2014,R,200,0,0,0,9/8/2013,5:59:59,5/1/2014,5:33:44,235
GofAK_KO03,47-140501,719,2.02S,20,,40.07,,232,5/1/2014,9/11/2014,R,200,0,0,1,5/1/2014,6:00:00,9/11/2014,19:03:45,133.5
GofAK_PT01,66-120907,671,2.02,14.607,0.243404167,45.439,0.757245833,989,9/8/2012,6/10/2013,R,200,0,0,0,9/9/2012,0:00:00,6/10/2013,15:05:00,274
GofAK_PT02,66-130610,648,2.02S,14.635,,45.431,,987,6/10/2013,9/2/2013,R,200,0,0,1,6/11/2013,2:00:00,8/20/2013,2:30:00,40
GofAK_PT03,43-130902,717,2.02S,14.575,,45.409,,988,9/2/2013,4/29/2014,R,200,0,0,1,9/3/2013,5:00:00,3/21/2014,3:53:45,198.9
GofAK_PT04,55-140429,723,2.02S,14.6,,45.46,,998,4/29/2014,9/10/2014,R,200,0,0,0,4/30/2014,0:00:00,9/10/2014,20:30:00,133.9
GofAK_QN01,47-130610,692,2.05A,20.341,0.340233333,11.183,0.185594444,930,6/10/2013,9/11/2013,R,320,0,0,0,6/10/2013,8:00:00,9/11/2013,15:49:47,93
GofAK_QN02,47-130911,667,2.02S,20.363,,11.235,,930,9/11/2013,4/30/2014,R,200,0,0,0,9/11/2013,21:00:00,4/16/2014,23:50:00,217.1
GofAK_QN03,39-140430,718,2.02S,20.471,,11.182,,924,4/30/2014,9/10/2014,R,200,0,0,0,4/30/2014,12:00:00,5/24/2014,5:41:33,23.7
GofAK_QN04,91-140910,709,2.02S,20.478,,10.994,,900,9/10/2014,5/2/2015,R,200,0,0,0,9/10/2014,18:00:00,5/2/2015,18:41:45,234
GofAK_QN05,82-150502,683,2.02S,20.441,,11.11,,945,5/2/2015,NULL,R,200,0,0,0,5/2/2015,6:00:00,8/18/2015,18:16:15,108.5
GofAK_QN_06,140-170429,858,2.86,20.39,,11.11,,964,4/29/2017,9/13/2017,R,200,0,0,1,4/30/2017,0:00:00,9/14/2017,20:38:51,137.9
GofCA_PP_01,02-040310,*,NULL,23-49.830 N,,109-37.870 W,,659,3/10/2004,?,R,200,40,5,0,3/10/2004,14:00:00,11/12/2004,20:43:45,247.3
GofCA_PP_02,03-041113,*,NULL,23-49.792 N,,109-37.787 W,,660,11/13/2004,?,R,80,20,10,0,11/15/2004,8:00:00,4/19/2005,8:11:57,155
GofCA_PP_03,12-050516,104,1.1,23-49.824 N,,109-37.808 W,,659,5/16/2005,11/26/2005,R,200,25,5,0,5/16/2005,5:00:00,9/30/2005,20:21:15,137.6
GofCA04-4,18-051127,203,1.17B,23-55.580 N,,109-40.780 W,,840,11/27/2005,2/7/2006,R,200,0,0,0,11/27/2005,12:00:00,1/11/2006,17:20:00,45.2
GofCA04-5,17-051127,205,1.17*,23-55.410 N,,109-39.970 W,,846,11/27/2005,2/7/2006,R,200,0,0,0,11/27/2005,12:00:00,1/11/2006,17:18:45,45.2
GofCA04-6,16-051126,204,1.17*,23-54.650 N,,109-40.190 W,,805,11/26/2005,2/7/2006,R,200,0,0,0,11/27/2005,12:00:00,1/11/2006,17:20:00,45.2
GofCA04-7,15-051125,206,1.17*,23-54.860 N,,109-41.030 W,,783,11/25/2005,2/7/2006,R,200,30,5,0,11/27/2005,12:00:00,2/8/2006,0:53:13,NULL
GofCA_PP_05,05-060207,209,1.17*,23-49.645 N,,109-37.668 W,,690,2/7/2006,12/8/2006,R,200,25,5,0,2/7/2006,12:00:00,8/5/2006,0:15:00,NULL
GofCA06_PP,16-061208,302,1.17,23-49.448 N,,109-37.686 W,,660,12/8/2006,6/17/2007,R,200,25,5,0,12/10/2006,0:00:00,6/5/2007,0:34:28,177
GofCA_T_07,16-070620,302,1.17,28-36.440 N,,112-30.309 W,,400,6/20/2007,1/24/2008,R,200,20,5,0,6/20/2007,0:00:00,12/7/2007,11:25:00,NULL
GofCA_T_08,16-080125,302,1.17,28-36.386 N,,112-30.464 W,,400,1/25/2008,8/6/2008,R,200,20,5,1,1/27/2008,0:00:00,3/17/2008,7:03:45,NULL
GofCA_CB_09,16-080807,473,1.17,29-01.619 N,,113-22.557 W,,690,8/7/2008,4/25/2009,R,200,20,5,0,8/8/2008,0:00:00,12/25/2008,0:05:00,139
GofCA_CB_10,16-090426,406,1.17,29-01.638 N,,113-22.539 W,,690,4/26/2009,12/3/2009,R,200,15,5,1,4/26/2009,20:00:00,9/12/2009,20:06:05,139
GofCA_CB_11,16-091206,589,1.17,29-01.652 N,,113-22.527 W,,600,12/6/2009,7/9/2010,R,200,15,5,0,12/7/2009,0:00:00,5/18/2010,18:47:00,NULL
GofMX_DC02,49-101018,602,2.02Q,29-03.134 N,,86-05.773 W,,268,10/13/2010,3/21/2011,R,200,0,0,0,10/21/2010,0:00:00,2/6/2011,10:11:15,108
GofMX_DC03,46-110321,602,2.02S,29-03.210 N,,86-05.800 W,,260,3/21/2011,10/23/2011,R,200,0,0,0,3/21/2011,19:00:00,7/6/2011,2:00:00,107
GofMX_DC04,68-111023,577,2.02S,29-02.886 N,,86-05.899 W,,260,10/23/2011,3/1/2012,R,200,0,0,0,10/26/2011,0:00:00,3/2/2012,3:42:29,144
GofMX_DC05,31-120301,585,2.02S,29-02.882 N,,86-05.839 W,,260,3/1/2012,12/9/2012,R,200,0,0,0,3/3/2012,0:00:00,12/9/2012,10:15:00,282
GofMX_DC06,72-121209,585,2.02S,29-02.902 N,,86-05.873 W,,260,12/9/2012,NULL,R,200,0,0,1,12/9/2012,20:00:00,9/25/2013,5:30:35,289
GofMX_DC07,19-131217,726,2.02S,29-02.890 N,,86-05.839 W,,300,12/17/2013,10/2/2014,R,200,0,0,0,12/18/2013,0:00:00,7/27/2014,6:48:51,221.3
GofMX_DC08,45-141002,694,2.02S,29-02.888 N,,86-05.844 W,,270,10/2/2014,8/3/2015,R,200,0,0,0,10/3/2014,0:00:00,5/25/2015,23:03:16,235
GofMX_DT01,16-100729,589,2.02R,25-31.911 N,,84-38.251 W,,1320,7/29/2010,3/3/2011,R,200,0,0,1,8/9/2010,0:00:00,10/26/2010,10:06:13,79
GofMX_DT02,16-110303,589,2.02S,25-31.911 N,,84-38.251 W,,1320,3/3/2011,7/12/2011,R,200,0,0,1,3/4/2011,0:00:00,6/24/2011,8:26:15,111
GofMX_DT03,16-110712,589,2.02S,25-31.859 N,,84-38.262 W,,1300,7/12/2011,12/13/2011,R,200,0,0,0,7/13/2011,0:00:00,11/14/2011,10:05:00,124
GofMX_DT04,72-111214,638,2.02S,25-31.867 N,,84-38.265 W,,1300,12/13/2011,5/27/2012,R,200,0,0,0,12/14/2011,0:00:00,1/9/2012,8:08:55,26
GofMX_DT05,72-120528,638,2.02S,25-31.938 N,,84-38.041 W,,1200,5/27/2012,12/7/2012,R,200,0,0,0,5/27/2012,23:59:59,12/7/2012,13:19:59,195
GofMX_DT06,19-121207,638,2.02S,25-31.941 N,,84-38.046 W,,1200,12/7/2012,11/1/2013,R,200,0,0,0,12/7/2012,22:00:00,8/18/2013,3:06:15,253
GofMX_DT07,76-131101,638,2.02S,25-32.219 N,,84-38.150 W,,1158,11/1/2013,9/28/2014,R,200,0,0,0,11/1/2013,0:00:00,8/17/2014,15:17:30,289.6
GofMX_DT08,71-140928,638,2.02S,25-32.320 N,,84-37.873 W,,1189,9/28/2014,8/2/2015,R,200,0,0,0,9/28/2014,23:00:00,7/15/2015,8:16:15,289.4
GofMX_DT_09,06-150802,715,2.74,25-32.316 N,,84-37.878 W,,1240,8/2/2015,6/21/2016,R,200,0,0,0,8/2/2015,17:00:00,3/15/2016,19:17:36,226.1
GofMX_DT_10,115-160621,807,2.85,25-32.360 N,,84-37.743 W,,1210,6/21/2016,7/7/2017,R,200,0,0,1,6/22/2016,0:00:00,7/18/2017,16:27:36,391.7
GofMX_DT_11,136-170707,868,2.86,25-32.355 N,,84-37.733 W,,1190,7/7/2017,10/18/2018,R,200,0,0,1,7/17/2017,0:00:00,6/27/2018,13:55:06,345.6
GofMX_GC01,50-100703,601,2.02Q,27-33.470 N,,91-10.010 W,,1115,7/3/2010,11/7/2010,R,200,0,0,1,7/15/2010,0:00:00,10/11/2010,20:07:30,88
GofMX_GC02,54-101107,601,2.02R,27-33.466 N,,91-10.014 W,,1160,11/8/2010,3/22/2011,R,200,0,0,0,11/8/2010,2:05:00,2/2/2011,17:08:45,86
GofMX_GC03,49-110322,601,2.02S,27-33.424 N,,91-10.073 W,,1100,3/22/2011,9/23/2011,R,200,0,0,0,3/23/2011,0:00:00,8/8/2011,13:58:45,138
GofMX_GC04,49-110923,601,2.02S,27-33.426 N,,91-10.060 W,,1100,9/23/2011,2/27/2012,R,200,0,0,0,9/23/2011,10:00:00,2/17/2012,5:26:15,118
GofMX_GC05,57-120227,656,2.02S,27-33.440 N,,91-10.562 W,,1100,2/27/2012,12/12/2012,R,200,0,0,0,2/28/2012,0:00:00,12/12/2012,15:45:00,289
GofMX_GC06,25-121213,694,2.02S,27-33.347 N,,91-10.092 W,,1100,12/13/2012,NULL,R,200,0,0,1,12/13/2012,12:00:00,9/10/2013,18:38:45,271
GofMX_GC07,45-140110,694,2.02S,27-33.347 N,,91-10.092 W,,1100,1/13/2014,9/30/2014,R,200,0,0,1,1/13/2014,18:00:00,9/29/2014,22:21:33,254.2
GofMX_GC08,69-141001,719,2.02U,27-33.366 N,,91-10.073 W,,1100,10/1/2014,8/7/2015,R,200,0,0,1,10/19/2014,10:03:45,6/10/2015,1:23:23,233.6
GofMX_HH01,19-120526,560,2.02S,25-01.702 N,,84-23.769 W,,1050,5/26/2012,12/6/2012,R,200,0,0,1,5/27/2012,0:02:36,12/6/2012,22:25:00,194
GofMX_HH02,76-121207,683,2.02S,25-01.688 N,,84-23.745 W,,1000,12/7/2012,10/30/2013,R,200,0,0,0,12/7/2012,9:00:00,4/2/2013,10:11:15,116
GofMX_HH03,27-131030,560,2.02U,25-01.707 N,,84-23.708 W,,1006,10/30/2013,9/27/2014,R,200,0,0,1,10/31/2013,0:00:00,8/16/2014,16:57:24,289.7
GofMX_HH04,77-140928,560,2.02S,25-01.149 N,,84-23.401 W,,1067,9/28/2014,8/1/2015,R,200,0,0,0,9/28/2014,10:00:00,7/14/2015,19:01:15,289.4
GofMX_MC101,31-100510,585,2.02Q,28-50.746 N,,88-27.927 W,,980,5/9/2010,9/5/2010,R,200,0,0,0,5/16/2010,0:00:00,8/28/2010,19:13:45,104
GofMX_MC102,31-100906,585,2.02Q,28-50.771 N,,88-27.907 W,,980,9/6/2010,12/19/2010,R,200,0,0,0,9/7/2010,0:00:00,12/19/2010,19:10:00,103
GofMX_MC103,31-101219,585,2.02Q,28-50.775 N,,88-27.909 W,,980,12/19/2010,3/21/2011,R,200,0,0,0,12/20/2010,10:00:00,3/21/2011,14:48:45,91
GofMX_MC104,31-110321,585,2.02S,28-50.775 N,,88-27.946 W,,980,3/21/2011,9/20/2011,R,200,0,0,1,3/22/2011,6:00:00,8/15/2011,8:31:15,146
GofMX_MC105,31-110922,585,2.02S,28-50.797 N,,88-27.991 W,,980,9/22/2011,2/28/2012,R,200,0,0,0,9/22/2011,13:00:00,2/21/2012,14:34:52,152
GofMX_MC106,25-120228,651,2.02S,28-50.853 N,,88-28.041 W,,980,2/28/2012,12/10/2012,R,200,0,0,0,2/28/2012,5:37:30,12/11/2012,2:26:15,288
GofMX_MC107,49-121211,693,2.02S,28-50.781 N,,88-28.059 W,,900,12/11/2012,1/8/2014,R,200,0,0,1,12/11/2012,12:00:00,8/3/2013,16:19:20,235
GofMX_MC208,72-140108,727,2.02S,28-58.820 N,,88-28.086 W,,900,1/8/2014,5/7/2014,R,200,0,0,1,1/9/2014,0:00:00,1/21/2014,6:28:45,12.3
GofMX_MC209,93-140422,729,2.02S,28-58.850 N,,88-28.101 W,,800,5/22/2014,9/29/2014,R,200,0,0,0,4/23/2014,0:00:00,9/28/2014,23:18:45,159
GofMX_MC210,92-140929,718,2.02S,28-58.732 N,,88-28.082 W,,800,9/29/2014,8/4/2015,R,200,0,0,0,9/29/2014,6:00:00,7/15/2015,14:12:30,289.3
GofMX_MC118,17-110920,645,2.05A,28-50.751 N,,88-27.929 W,,980,9/20/2011,NULL,R,320,0,0,0,NULL,NULL,NULL,NULL,NULL
GofMX_MP01,43-100702,578,2.02Q,29-15.204 N,,88-17.753 W,,86,7/2/2010,10/10/2010,R,200,0,0,0,7/4/2010,0:00:00,9/25/2010,14:47:30,83
GofMX_MP02,43-101106,565,2.02Q,29-15.318 N,,88-17.808 W,,93,11/6/2010,4/18/2011,R,200,0,0,0,11/7/2010,0:00:00,2/19/2011,6:01:15,100
GofMX_MP03,39-110321,596,2.02S,29-15.318 N,,88-17.808 W,,93,3/21/2011,9/20/2011,R,200,0,0,0,3/23/2011,0:00:00,9/6/2011,7:36:15,167
GofMX_MP04,39-110922,596,2.02S,29-15.354 N,,88-17.702 W,,93,9/22/2011,2/28/2012,R,200,0,0,0,9/22/2011,4:00:00,3/1/2012,22:57:30,161
GofMX_MP05,49-120229,652,2.02S,29-15.368 N,,88-17.597 W,,90,2/29/2012,12/10/2012,R,200,0,0,1,2/29/2012,3:00:00,11/24/2012,5:17:00,270
GofMX_MP06,31-121210,683,2.02S,29-15.379 N,,88-17.514 W,,90,12/10/2012,NULL,R,200,0,0,1,12/10/2012,23:00:00,9/25/2013,19:31:15,289
GofMX_MP07,49-140110,683,2.02S,29-15.160 N,,88-17.536 W,,90,1/12/2014,10/2/2014,R,200,0,0,1,1/13/2014,0:00:00,3/9/2014,16:54:45,55.7
GofMX_MP08,93-141002,729,2.02S,29-15.177 N,,88-17.590 W,,100,10/2/2014,8/4/2015,R,200,0,0,0,10/2/2014,8:00:00,5/7/2015,6:52:30,217
GofMX_DC_09,77-150803,638,2.02S,29-02.878 N,,86-05.847 W,,276,8/3/2015,8/22/2016,R,200,0,0,0,8/3/2015,22:00:00,5/19/2016,4:17:30,289.3
GofMX_DC_10,135-160825,822,2.85,29-02.865 N,,86-05.875 W,,265,8/25/2016,7/16/2017,R,200,0,0,1,8/25/2016,18:00:00,7/18/2017,16:32:36,326.9
GofMX_DC_11,137-170716,869,2.86,29-02.865 N,,86-05.899 W,,269,7/16/2017,NULL,R,200,0,0,0,7/17/2017,0:00:00,6/9/2018,0:43:51,327
GofMX_EF_01,27-160721,828,2.02W2,27-43.985 N,,92-57.080 W,,NULL,7/21/2016,5/15/2017,R,2,0,0,0,7/21/2013,6:00:02,5/15/2017,12:20:02,298.3
GofMX_EI_01,89-160720,761,2.02W2,27-53.072 N,,92-24.562 W,,NULL,7/20/2016,5/15/2017,R,2,0,0,0,7/20/2016,18:00:02,5/15/2017,21:10:02,299.1
GofMX_EP_01,37-160719,827,2.02W2,29-16.865 N,,87-51.499 W,,219,7/19/2016,5/15/2017,R,2,0,0,0,7/19/2016,18:00:00,5/17/2017,9:35:02,301.6
GofMX_GC_09,92-150807,718,2.02S,27-33.364 N,,91-10.096 W,,1133,8/7/2015,7/20/2016,R,200,0,0,0,8/7/2015,18:00:00,5/23/2016,3:15:00,289.4
GofMX_GC_10,137-160720,809,2.85,27-33.367 N,,91-10.083 W,,1129,7/20/2016,5/16/2017,R,200,0,0,1,7/20/2016,0:00:00,5/17/2017,1:37:36,301.1
GofMX_GC_11,152-170516,717,2.86,27-33.413 N,,91-10.339 W,,1100,5/16/2017,NULL,R,200,0,0,1,5/16/2017,6:00:41,5/1/2018,20:48:18,350.6
GofMX_GI_01,86-160719,758,2.02W2,28-37.752 N,,90-02.429 W,,NULL,7/19/2016,8/13/2017,R,2,0,0,1,7/20/2016,6:00:02,8/24/2017,9:57:04,400.2
GofMX_GU_01_01_C4,46-150915,785,NULL,28-20.804 N,,85-19.107 W,,200,9/15/2015,NULL,R,100,0,0,0,9/15/2015,20:00:00,9/25/2015,15:35:52,9.8
GofMX_GU_01_02,39-150915,720,NULL,28-20.544 N,,85-19.258 W,,200,9/15/2015,NULL,R,200,0,0,0,9/15/2015,20:00:00,9/25/2015,16:03:45,9.8
GofMX_GU_01_03,19-150915,729,NULL,28-20.558 N,,85-18.939 W,,200,9/15/2015,NULL,R,200,0,0,0,9/15/2015,20:00:00,9/25/2015,14:17:30,9.8
GofMX_HH_05,76-150801,726,2.02U,25-01.152 N,,84-23.410 W,,1100,8/1/2015,6/21/2016,R,200,0,0,1,8/2/2015,0:01:21,3/11/2016,1:47:28,222.1
GofMX_MC_11,93-150806,618,2.02U,28-58.724 N,,88-28.079 W,,770,8/6/2015,7/19/2016,R,200,0,0,0,8/7/2015,0:00:00,3/11/2016,0:00:06,217
GofMX_MC_12,136-160720,821,2.85,28-58.727 N,,88-28.084 W,,775,7/20/2016,5/17/2017,R,200,0,0,1,7/20/2016,18:00:00,5/16/2017,1:51:21,299.3
GofMX_MC_13,104-170517,728,2.86,28-50.832 N,,88-27.973 W,,990,5/17/2017,NULL,R,200,0,0,0,NULL,NULL,NULL,NULL,NULL
GofMX_MP_09,69-150808,719,2.02U,29-15.115 N,,88-17.506 W,,90,8/8/2015,7/19/2016,R,200,0,0,1,8/9/2015,0:00:00,5/4/2016,7:12:15,269.3
GofMX_MP_10,138-160719,806,2.85,29-15.100 N,,88-17.510 W,,73,7/19/2016,5/17/2017,R,200,0,0,1,7/19/2016,18:00:00,5/17/2017,16:06:21,301.9
GofMX_MP_11,139-170517,731,2.86,29-15.145 N,,88-17.356 W,,120,5/17/2017,NULL,R,200,0,0,1,5/17/2017,0:00:00,5/29/2018,16:08:51,377.7
GofMX_WF_01,71-160721,760,2.02W2,27-39.243 N,,93-23.645 W,,NULL,7/21/2016,5/15/2017,R,2,0,0,0,7/21/2016,6:00:02,5/15/2017,10:15:02,298.2
WAT_HATA01,42-120315,561,2.02S,35-20.432 N,,74-51.457 W,,950,3/15/2012,10/9/2012,R,200,0,0,1,3/15/2012,16:00:00,4/11/2012,4:42:30,26
WAT_HATA02,08-121009,673,NULL,35-20.436 N,,74-51.354 W,,970,10/9/2012,5/29/2013,R,200,0,0,1,10/9/2012,15:00:00,5/9/2013,20:00:06,212
WAT_HATA03,34-130529,667,NULL,35-20.667 N,,74-51.126 W,,970,5/29/2013,5/8/2014,R,200,0,0,1,5/29/2013,18:00:00,3/15/2014,0:35:00,289.25
WAT_HATA04,67-140508,685,2.02S,35-20.806 N,,74-50.883 W,,840,5/8/2014,4/6/2015,R,200,0,0,0,5/9/2014,0:00:00,12/11/2014,22:53:45,217
WAT_HAT_A_05,52-150406,700,2.02S,35-20.531 N,,74-51.436 W,,980,4/6/2015,4/29/2016,R,200,0,0,0,4/7/2015,0:00:00,1/21/2016,11:54:16,289.5
WAT_HAT_A_06,116-160429,816,2.84,35-18.110 N,,74-52.737 W,,1021,4/29/2016,5/9/2017,R,200,0,0,1,4/29/2016,12:00:00,2/6/2017,8:56:03,282.9
WAT_HAT_B_01_01,149-170509,860,2.86,35-35.048 N,,74-44.991 W,,1100,5/9/2017,10/17/2017,R,200,0,0,1,5/9/2017,12:02:54,10/25/2017,14:11:45,169.1
WAT_HAT_B_01_02_C4,151-170509,853;854;861;862,2.96,35-34.747 N,,74-45.419 W,,1090,5/9/2017,NULL,R,100,0,0,0,5/9/2017,12:00:00,6/28/2017,9:48:20,49.9
WAT_HAT_B_01_03_C4,153-170509,832;845;848;849,2.96,35-35.166 N,,74-45.432 W,,1075,5/9/2017,NULL,R,100,0,0,0,5/9/2017,12:00:00,6/28/2017,13:08:48,50
WAT_HAT_B_02_03_C4,153-170628,832;845;848;849,2.96,35-35.168 N,,74-45.346 W,,1120,6/28/2017,10/25/2017,R,100,0,0,1,6/28/2017,15:00:00,10/25/2017,18:53:25,119.2
WAT_HAT_B_03_01,149-171025,860,2.87,35-35.011 N,,74-44.584 W,,1100,10/25/2017,5/31/2018,R,200,0,0,0,10/26/2017,12:00:00,6/1/2018,0:54:59,217.5
WAT_HAT_B_03_02,115-171025,810,2.87,35-39.649 N,,74-45.305 W,,1050,10/25/2017,6/1/2018,R,200,0,0,0,10/26/2017,12:00:00,1/18/2018,14:23:45,88.1
WAT_HAT_B_03_03,129-171025,811,2.87,35-35.243 N,,74-45.379 W,,1100,10/25/2017,6/1/2018,R,200,0,0,0,10/26/2017,12:00:00,1/18/2018,13:51:15,84.1
WAT_HAT_B_04_01,126-180601,807,2.87,35-35.386 N,,74-44.856 W,,1350,6/1/2018,12/14/2018,R,200,0,0,0,6/1/2018,4:00:00,12/14/2018,14:42:36,196.4
